Saved Date,Job Url,Job Title,Company Name
"5/11/21, 3:13 AM",http://www.linkedin.com/jobs/view/2538499908,"Manager, Strategic Finance - EATs",Uber
"5/8/21, 8:42 AM",http://www.linkedin.com/jobs/view/2535668086,"Product Experience Analytics, Manager",Meta
"7/8/18, 2:27 PM",http://www.linkedin.com/jobs/view/674962870,Product Analyst,American Express Global Business Travel
"5/11/21, 3:12 AM",http://www.linkedin.com/jobs/view/2522569272,Product Manager (eCommerce),Salt
"5/14/21, 2:28 AM",http://www.linkedin.com/jobs/view/2522296356,"Senior Manager, Marketing Analytics, Tableau",Salesforce
"5/11/21, 3:17 AM",http://www.linkedin.com/jobs/view/2542652635,"Data Scientist, Engagement & Retention Analytics",Adobe
"5/14/21, 2:27 AM",http://www.linkedin.com/jobs/view/2524021680,Senior Product Manager - Consumer,Talkspace
"5/11/21, 3:09 AM",http://www.linkedin.com/jobs/view/2543047058,Analytics Program Manager,Meta
"6/30/19, 7:13 PM",http://www.linkedin.com/jobs/view/1333647859,Internship - Data Analyst,Tripadvisor
"5/14/21, 2:28 AM",http://www.linkedin.com/jobs/view/2519009826,"Product Manager, Alexa Smart Home",Amazon
"5/8/21, 9:46 PM",http://www.linkedin.com/jobs/view/2524961425,Product Manager I (AVOD/Ad Supported) - HBO Max,WarnerMedia
"5/14/21, 2:28 AM",http://www.linkedin.com/jobs/view/2545900316,Senior Product Manager,Oracle
"12/31/18, 8:10 AM",http://www.linkedin.com/jobs/view/1028172095,Senior Analyst (Analytics),Michael Page
"5/8/21, 9:41 PM",http://www.linkedin.com/jobs/view/2526000391,Senior Manager CRM & Lifecycle Marketing,"Quadpay, a Zip company"
"6/30/19, 7:12 PM",http://www.linkedin.com/jobs/view/1256890507,Data Analyst - Experiences,Booking.com
"5/14/21, 2:27 AM",http://www.linkedin.com/jobs/view/2533587353,Vice President of Analytics,Major League Baseball (MLB)
"5/6/21, 8:27 AM",http://www.linkedin.com/jobs/view/2519070917,Data Analytics Manager,Apple
"4/30/16, 7:03 AM",http://www.linkedin.com/jobs/view/127874160,Senior Analyst,dunnhumby
"9/22/15, 4:37 PM",http://www.linkedin.com/jobs/view/74326505,Sr.Research Analyst,Atos India
"5/14/21, 2:27 AM",http://www.linkedin.com/jobs/view/2534740499,"Senior Product Manager, eCommerce Customer Experience",Tripadvisor
"5/11/21, 3:16 AM",http://www.linkedin.com/jobs/view/2527291141,Product Manager,Google
"5/14/21, 2:23 AM",http://www.linkedin.com/jobs/view/2529900657,"Manager, Business Operations – Pricing/Monetization",LinkedIn
"5/14/21, 2:26 AM",http://www.linkedin.com/jobs/view/2534758389,"Senior Manager, Data Science & Analytics - Consumer Product",DoorDash
"5/11/21, 3:11 AM",http://www.linkedin.com/jobs/view/2527246967,Marketing Analytics Manager,Databricks
"6/30/19, 7:11 PM",http://www.linkedin.com/jobs/view/1331726789,Reporting Analyst,Booking.com
"5/14/21, 2:27 AM",http://www.linkedin.com/jobs/view/2547440553,Data Analytics Manager,Apple
"5/11/21, 3:12 AM",http://www.linkedin.com/jobs/view/2512576464,"Product Manager, Marketplaces",LinkedIn
"5/8/21, 9:40 PM",http://www.linkedin.com/jobs/view/2524939967,"Senior Manager, Reporting and People Analytics",Doma
"5/14/21, 2:27 AM",http://www.linkedin.com/jobs/view/2533530994,"Product Manager, Careers Growth",LinkedIn
"7/8/18, 2:29 PM",http://www.linkedin.com/jobs/view/684100505,Functional Analyst,Expedia Group
"5/11/21, 3:10 AM",http://www.linkedin.com/jobs/view/2520447699,"Manager, Analytics and Media Management",Amazon
"11/17/18, 7:55 PM",http://www.linkedin.com/jobs/view/881521050,Business Analyst,Amazon
"5/11/21, 3:12 AM",http://www.linkedin.com/jobs/view/2523001100,"Manager, Marketing Analytics, Tableau",Salesforce
"5/11/21, 3:12 AM",http://www.linkedin.com/jobs/view/2537484687,Manager - Amex Ventures,American Express
"5/14/21, 2:28 AM",http://www.linkedin.com/jobs/view/2511465449,eCommerce Analytics Manager,YETI
"5/11/21, 3:15 AM",http://www.linkedin.com/jobs/view/2519040079,"Manager, Revenue Analytics (US Remote)",Convene
"7/8/18, 2:27 PM",http://www.linkedin.com/jobs/view/752578850,Deputy Manager - Product Management,Axis Max Life Insurance Limited
"5/11/21, 3:15 AM",http://www.linkedin.com/jobs/view/2524009543,"Senior Product Manager, eCommerce Monetization",TikTok
"5/11/21, 3:16 AM",http://www.linkedin.com/jobs/view/2538979189,"Product Manager, Reviews",Wish
"5/11/21, 3:15 AM",http://www.linkedin.com/jobs/view/2520493447,Product Manager - eCommerce Platform,Bombas
"5/11/21, 3:12 AM",http://www.linkedin.com/jobs/view/2527280697,"Senior Product Manager, Recommendations",Tripadvisor
"5/14/21, 2:27 AM",http://www.linkedin.com/jobs/view/2534772033,"Senior Manager II, Advanced Analytics - WMC Customer Insights & Analysis",Walmart
"5/14/21, 2:26 AM",http://www.linkedin.com/jobs/view/2532249738,"Product Manager, Monetization",Slack
"5/11/21, 3:12 AM",http://www.linkedin.com/jobs/view/2527287037,Sales Analytics Manager,Pinterest
"5/8/21, 9:44 PM",http://www.linkedin.com/jobs/view/2513695041,"Product Manager, Device Computation Platform",Meta
"5/11/21, 3:17 AM",http://www.linkedin.com/jobs/view/2503546476,"Product Manager, DoorDash for Work",DoorDash
"5/11/21, 3:16 AM",http://www.linkedin.com/jobs/view/2512552749,Data Product Manager,Ripple
"5/14/21, 2:26 AM",http://www.linkedin.com/jobs/view/2532258419,"Product Manager, Growth Partnerships, Google One",Google
"5/11/21, 3:16 AM",http://www.linkedin.com/jobs/view/2511460409,Senior Product Manager - Growth,Capsule
"9/22/15, 4:45 PM",http://www.linkedin.com/jobs/view/74362234,Lead Knowledge Analyst - Customer and Marketing Analytics,Boston Consulting Group (BCG)
